Addr	OpCode	OpCode2	Op
027a	0070		PUSH POP2 == POP1
027b	0201	028f	JUMPZ(POP1) 028f
027d	0100		CLEAR
027e	0110	0019	PUSH #0019
0280	0110	0013	PUSH #0013
0282	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0283	0100		CLEAR
0284	0110	0fdd	PUSH #0fdd
0286	0110	095c	PUSH #095c
0288	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0289	0100		CLEAR
028a	0110	00e4	PUSH #00e4
028c	0304		ActiveEntity.SetDirectionAndFacing(POP1)
028d	0200	083d	JUMP 083d
028f	0100		CLEAR
0290	011b	0006	PUSH GetSpecial(0006)
0292	0110	0006	PUSH #0006
0294	0070		PUSH POP2 == POP1
0295	0201	02a9	JUMPZ(POP1) 02a9
0297	0100		CLEAR
0298	0110	0018	PUSH #0018
029a	0110	0014	PUSH #0014
029c	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
029d	0100		CLEAR
029e	0110	1a1d	PUSH #1a1d
02a0	0110	19ff	PUSH #19ff
02a2	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
02a3	0100		CLEAR
02a4	0110	0000	PUSH #0000
02a6	0304		ActiveEntity.SetDirectionAndFacing(POP1)
02a7	0200	083d	JUMP 083d
02a9	0100		CLEAR
02aa	011b	0006	PUSH GetSpecial(0006)
02ac	0110	0007	PUSH #0007
02ae	0070		PUSH POP2 == POP1
02af	0201	02d2	JUMPZ(POP1) 02d2
02b1	0100		CLEAR
02b2	0114	03f8	PUSH Bank0[007f].Bit(0)
02b4	0201	02c0	JUMPZ(POP1) 02c0
02b6	0100		CLEAR
02b7	0114	03f9	PUSH Bank0[007f].Bit(1)
02b9	0201	02c0	JUMPZ(POP1) 02c0
02bb	0100		CLEAR
02bc	0110	0006	PUSH #0006
02be	0300		LoadAndInitModel(POP1)
02bf	030c		EnterVehicle()
02c0	0100		CLEAR
02c1	0110	0014	PUSH #0014
02c3	0110	0011	PUSH #0011
02c5	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
02c6	0100		CLEAR
02c7	0110	175d	PUSH #175d
02c9	0110	1e0e	PUSH #1e0e
02cb	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
02cc	0100		CLEAR
02cd	0110	0000	PUSH #0000
02cf	0304		ActiveEntity.SetDirectionAndFacing(POP1)
02d0	0200	083d	JUMP 083d
02d2	0100		CLEAR
02d3	011b	0006	PUSH GetSpecial(0006)
02d5	0110	0008	PUSH #0008
02d7	0070		PUSH POP2 == POP1
02d8	0201	02ec	JUMPZ(POP1) 02ec
02da	0100		CLEAR
02db	0110	0014	PUSH #0014
02dd	0110	0016	PUSH #0016
02df	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
02e0	0100		CLEAR
02e1	0110	1814	PUSH #1814
02e3	0110	0d4d	PUSH #0d4d
02e5	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
02e6	0100		CLEAR
02e7	0110	0000	PUSH #0000
02e9	0304		ActiveEntity.SetDirectionAndFacing(POP1)
02ea	0200	083d	JUMP 083d
02ec	0100		CLEAR
02ed	011b	0006	PUSH GetSpecial(0006)
02ef	0110	0009	PUSH #0009
02f1	0070		PUSH POP2 == POP1
02f2	0201	0306	JUMPZ(POP1) 0306
02f4	0100		CLEAR
02f5	0110	0018	PUSH #0018
02f7	0110	0010	PUSH #0010
02f9	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
02fa	0100		CLEAR
02fb	0110	0a8b	PUSH #0a8b
02fd	0110	09d1	PUSH #09d1
02ff	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0300	0100		CLEAR
0301	0110	0038	PUSH #0038
0303	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0304	0200	083d	JUMP 083d
0306	0100		CLEAR
0307	011b	0006	PUSH GetSpecial(0006)
0309	0110	000a	PUSH #000a
030b	0070		PUSH POP2 == POP1
030c	0201	0320	JUMPZ(POP1) 0320
030e	0100		CLEAR
030f	0110	000f	PUSH #000f
0311	0110	0015	PUSH #0015
0313	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0314	0100		CLEAR
0315	0110	1908	PUSH #1908
0317	0110	07f1	PUSH #07f1
0319	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
031a	0100		CLEAR
031b	0110	0000	PUSH #0000
031d	0304		ActiveEntity.SetDirectionAndFacing(POP1)
031e	0200	083d	JUMP 083d
0320	0100		CLEAR
0321	011b	0006	PUSH GetSpecial(0006)
0323	0110	000b	PUSH #000b
0325	0070		PUSH POP2 == POP1
0326	0201	034a	JUMPZ(POP1) 034a
0328	0100		CLEAR
0329	0110	001a	PUSH #001a
032b	0110	0018	PUSH #0018
032d	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
032e	0100		CLEAR
032f	011c	0000	PUSH Bank0_16bit[0000]
0331	0110	04ad	PUSH #04ad
0333	0063		PUSH POP2 >= POP1
0334	0201	033e	JUMPZ(POP1) 033e
0336	0100		CLEAR
0337	0110	1a25	PUSH #1a25
0339	0110	18d8	PUSH #18d8
033b	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
033c	0200	0344	JUMP 0344
033e	0100		CLEAR
033f	0110	1bd7	PUSH #1bd7
0341	0110	153b	PUSH #153b
0343	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0344	0100		CLEAR
0345	0110	0000	PUSH #0000
0347	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0348	0200	083d	JUMP 083d
034a	0100		CLEAR
034b	011b	0006	PUSH GetSpecial(0006)
034d	0110	000c	PUSH #000c
034f	0070		PUSH POP2 == POP1
0350	0201	0364	JUMPZ(POP1) 0364
0352	0100		CLEAR
0353	0110	0021	PUSH #0021
0355	0110	0011	PUSH #0011
0357	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0358	0100		CLEAR
0359	0110	0f64	PUSH #0f64
035b	0110	05e8	PUSH #05e8
035d	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
035e	0100		CLEAR
035f	0110	0000	PUSH #0000
0361	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0362	0200	083d	JUMP 083d
0364	0100		CLEAR
0365	011b	0006	PUSH GetSpecial(0006)
0367	0110	000d	PUSH #000d
0369	0070		PUSH POP2 == POP1
036a	0201	038d	JUMPZ(POP1) 038d
036c	0100		CLEAR
036d	0114	03f8	PUSH Bank0[007f].Bit(0)
036f	0201	037b	JUMPZ(POP1) 037b
0371	0100		CLEAR
0372	0114	03f9	PUSH Bank0[007f].Bit(1)
0374	0201	037b	JUMPZ(POP1) 037b
0376	0100		CLEAR
0377	0110	0006	PUSH #0006
0379	0300		LoadAndInitModel(POP1)
037a	030c		EnterVehicle()
037b	0100		CLEAR
037c	0110	0011	PUSH #0011
037e	0110	000f	PUSH #000f
0380	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0381	0100		CLEAR
0382	0110	0607	PUSH #0607
0384	0110	0cb2	PUSH #0cb2
0386	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0387	0100		CLEAR
0388	0110	0000	PUSH #0000
038a	0304		ActiveEntity.SetDirectionAndFacing(POP1)
038b	0200	083d	JUMP 083d
038d	0100		CLEAR
038e	011b	0006	PUSH GetSpecial(0006)
0390	0110	000e	PUSH #000e
0392	0070		PUSH POP2 == POP1
0393	0201	03a7	JUMPZ(POP1) 03a7
0395	0100		CLEAR
0396	0110	000d	PUSH #000d
0398	0110	000e	PUSH #000e
039a	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
039b	0100		CLEAR
039c	0110	1f1d	PUSH #1f1d
039e	0110	1aa5	PUSH #1aa5
03a0	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
03a1	0100		CLEAR
03a2	0110	0044	PUSH #0044
03a4	0304		ActiveEntity.SetDirectionAndFacing(POP1)
03a5	0200	083d	JUMP 083d
03a7	0100		CLEAR
03a8	011b	0006	PUSH GetSpecial(0006)
03aa	0110	000f	PUSH #000f
03ac	0070		PUSH POP2 == POP1
03ad	0201	03c1	JUMPZ(POP1) 03c1
03af	0100		CLEAR
03b0	0110	000d	PUSH #000d
03b2	0110	000f	PUSH #000f
03b4	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
03b5	0100		CLEAR
03b6	0110	0a98	PUSH #0a98
03b8	0110	0c93	PUSH #0c93
03ba	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
03bb	0100		CLEAR
03bc	0110	00fa	PUSH #00fa
03be	0304		ActiveEntity.SetDirectionAndFacing(POP1)
03bf	0200	083d	JUMP 083d
03c1	0100		CLEAR
03c2	011b	0006	PUSH GetSpecial(0006)
03c4	0110	0010	PUSH #0010
03c6	0070		PUSH POP2 == POP1
03c7	0201	03ea	JUMPZ(POP1) 03ea
03c9	0100		CLEAR
03ca	0114	03f8	PUSH Bank0[007f].Bit(0)
03cc	0201	03d8	JUMPZ(POP1) 03d8
03ce	0100		CLEAR
03cf	0114	03f9	PUSH Bank0[007f].Bit(1)
03d1	0201	03d8	JUMPZ(POP1) 03d8
03d3	0100		CLEAR
03d4	0110	0006	PUSH #0006
03d6	0300		LoadAndInitModel(POP1)
03d7	030c		EnterVehicle()
03d8	0100		CLEAR
03d9	0110	000e	PUSH #000e
03db	0110	0012	PUSH #0012
03dd	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
03de	0100		CLEAR
03df	0110	1615	PUSH #1615
03e1	0110	1e6e	PUSH #1e6e
03e3	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
03e4	0100		CLEAR
03e5	0110	0000	PUSH #0000
03e7	0304		ActiveEntity.SetDirectionAndFacing(POP1)
03e8	0200	083d	JUMP 083d
03ea	0100		CLEAR
03eb	011b	0006	PUSH GetSpecial(0006)
03ed	0110	0011	PUSH #0011
03ef	0070		PUSH POP2 == POP1
03f0	0201	0404	JUMPZ(POP1) 0404
03f2	0100		CLEAR
03f3	0110	000d	PUSH #000d
03f5	0110	0016	PUSH #0016
03f7	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
03f8	0100		CLEAR
03f9	0110	18dc	PUSH #18dc
03fb	0110	117a	PUSH #117a
03fd	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
03fe	0100		CLEAR
03ff	0110	0000	PUSH #0000
0401	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0402	0200	083d	JUMP 083d
0404	0100		CLEAR
0405	011b	0006	PUSH GetSpecial(0006)
0407	0110	0012	PUSH #0012
0409	0070		PUSH POP2 == POP1
040a	0201	041e	JUMPZ(POP1) 041e
040c	0100		CLEAR
040d	0110	000a	PUSH #000a
040f	0110	0014	PUSH #0014
0411	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0412	0100		CLEAR
0413	0110	14d9	PUSH #14d9
0415	0110	1c20	PUSH #1c20
0417	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0418	0100		CLEAR
0419	0110	0000	PUSH #0000
041b	0304		ActiveEntity.SetDirectionAndFacing(POP1)
041c	0200	083d	JUMP 083d
041e	0100		CLEAR
041f	011b	0006	PUSH GetSpecial(0006)
0421	0110	0013	PUSH #0013
0423	0070		PUSH POP2 == POP1
0424	0201	0438	JUMPZ(POP1) 0438
0426	0100		CLEAR
0427	0110	000b	PUSH #000b
0429	0110	0010	PUSH #0010
042b	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
042c	0100		CLEAR
042d	0110	09f1	PUSH #09f1
042f	0110	17f0	PUSH #17f0
0431	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0432	0100		CLEAR
0433	0110	0000	PUSH #0000
0435	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0436	0200	083d	JUMP 083d
0438	0100		CLEAR
0439	011b	0006	PUSH GetSpecial(0006)
043b	0110	0014	PUSH #0014
043d	0070		PUSH POP2 == POP1
043e	0201	0452	JUMPZ(POP1) 0452
0440	0100		CLEAR
0441	0110	000a	PUSH #000a
0443	0110	000e	PUSH #000e
0445	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0446	0100		CLEAR
0447	0110	0741	PUSH #0741
0449	0110	1a88	PUSH #1a88
044b	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
044c	0100		CLEAR
044d	0110	0000	PUSH #0000
044f	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0450	0200	083d	JUMP 083d
0452	0100		CLEAR
0453	011b	0006	PUSH GetSpecial(0006)
0455	0110	0015	PUSH #0015
0457	0070		PUSH POP2 == POP1
0458	0201	046c	JUMPZ(POP1) 046c
045a	0100		CLEAR
045b	0110	000c	PUSH #000c
045d	0110	0011	PUSH #0011
045f	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0460	0100		CLEAR
0461	0110	0e5d	PUSH #0e5d
0463	0110	094a	PUSH #094a
0465	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0466	0100		CLEAR
0467	0110	0000	PUSH #0000
0469	0304		ActiveEntity.SetDirectionAndFacing(POP1)
046a	0200	083d	JUMP 083d
046c	0100		CLEAR
046d	011b	0006	PUSH GetSpecial(0006)
046f	0110	0016	PUSH #0016
0471	0070		PUSH POP2 == POP1
0472	0201	0486	JUMPZ(POP1) 0486
0474	0100		CLEAR
0475	0110	000e	PUSH #000e
0477	0110	000d	PUSH #000d
0479	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
047a	0100		CLEAR
047b	0110	061c	PUSH #061c
047d	0110	0ce0	PUSH #0ce0
047f	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0480	0100		CLEAR
0481	0110	0000	PUSH #0000
0483	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0484	0200	083d	JUMP 083d
0486	0100		CLEAR
0487	011b	0006	PUSH GetSpecial(0006)
0489	0110	0017	PUSH #0017
048b	0070		PUSH POP2 == POP1
048c	0201	04a0	JUMPZ(POP1) 04a0
048e	0100		CLEAR
048f	0110	0004	PUSH #0004
0491	0110	000a	PUSH #000a
0493	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0494	0100		CLEAR
0495	0110	141b	PUSH #141b
0497	0110	1c3f	PUSH #1c3f
0499	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
049a	0100		CLEAR
049b	0110	0000	PUSH #0000
049d	0304		ActiveEntity.SetDirectionAndFacing(POP1)
049e	0200	083d	JUMP 083d
04a0	0100		CLEAR
04a1	011b	0006	PUSH GetSpecial(0006)
04a3	0110	0018	PUSH #0018
04a5	0070		PUSH POP2 == POP1
04a6	0201	04ba	JUMPZ(POP1) 04ba
04a8	0100		CLEAR
04a9	0110	0006	PUSH #0006
04ab	0110	000f	PUSH #000f
04ad	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
04ae	0100		CLEAR
04af	0110	0f9f	PUSH #0f9f
04b1	0110	14e9	PUSH #14e9
04b3	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
04b4	0100		CLEAR
04b5	0110	00bc	PUSH #00bc
04b7	0304		ActiveEntity.SetDirectionAndFacing(POP1)
04b8	0200	083d	JUMP 083d
04ba	0100		CLEAR
04bb	011b	0006	PUSH GetSpecial(0006)
04bd	0110	0019	PUSH #0019
04bf	0070		PUSH POP2 == POP1
04c0	0201	04d4	JUMPZ(POP1) 04d4
04c2	0100		CLEAR
04c3	0110	0013	PUSH #0013
04c5	0110	000a	PUSH #000a
04c7	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
04c8	0100		CLEAR
04c9	0110	03c0	PUSH #03c0
04cb	0110	1f72	PUSH #1f72
04cd	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
04ce	0100		CLEAR
04cf	0110	0000	PUSH #0000
04d1	0304		ActiveEntity.SetDirectionAndFacing(POP1)
04d2	0200	083d	JUMP 083d
04d4	0100		CLEAR
04d5	011b	0006	PUSH GetSpecial(0006)
04d7	0110	001a	PUSH #001a
04d9	0070		PUSH POP2 == POP1
04da	0201	04ee	JUMPZ(POP1) 04ee
04dc	0100		CLEAR
04dd	0110	0013	PUSH #0013
04df	0110	0008	PUSH #0008
04e1	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
04e2	0100		CLEAR
04e3	0110	0720	PUSH #0720
04e5	0110	171b	PUSH #171b
04e7	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
04e8	0100		CLEAR
04e9	0110	00c0	PUSH #00c0
04eb	0304		ActiveEntity.SetDirectionAndFacing(POP1)
04ec	0200	083d	JUMP 083d
04ee	0100		CLEAR
04ef	011b	0006	PUSH GetSpecial(0006)
04f1	0110	001b	PUSH #001b
04f3	0070		PUSH POP2 == POP1
04f4	0201	0508	JUMPZ(POP1) 0508
04f6	0100		CLEAR
04f7	0110	000f	PUSH #000f
04f9	0110	0008	PUSH #0008
04fb	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
04fc	0100		CLEAR
04fd	0110	1817	PUSH #1817
04ff	0110	1d0b	PUSH #1d0b
0501	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0502	0100		CLEAR
0503	0110	0000	PUSH #0000
0505	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0506	0200	083d	JUMP 083d
0508	0100		CLEAR
0509	011b	0006	PUSH GetSpecial(0006)
050b	0110	001c	PUSH #001c
050d	0070		PUSH POP2 == POP1
050e	0201	0522	JUMPZ(POP1) 0522
0510	0100		CLEAR
0511	0110	0011	PUSH #0011
0513	0110	0008	PUSH #0008
0515	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0516	0100		CLEAR
0517	0110	1cf4	PUSH #1cf4
0519	0110	10a9	PUSH #10a9
051b	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
051c	0100		CLEAR
051d	0110	0060	PUSH #0060
051f	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0520	0200	083d	JUMP 083d
0522	0100		CLEAR
0523	011b	0006	PUSH GetSpecial(0006)
0525	0110	001d	PUSH #001d
0527	0070		PUSH POP2 == POP1
0528	0201	053c	JUMPZ(POP1) 053c
052a	0100		CLEAR
052b	0110	0020	PUSH #0020
052d	0110	0001	PUSH #0001
052f	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0530	0100		CLEAR
0531	0110	0477	PUSH #0477
0533	0110	16ad	PUSH #16ad
0535	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0536	0100		CLEAR
0537	0110	00e7	PUSH #00e7
0539	0304		ActiveEntity.SetDirectionAndFacing(POP1)
053a	0200	083d	JUMP 083d
053c	0100		CLEAR
053d	011b	0006	PUSH GetSpecial(0006)
053f	0110	0020	PUSH #0020
0541	0070		PUSH POP2 == POP1
0542	0201	0597	JUMPZ(POP1) 0597
0544	0100		CLEAR
0545	0114	03f1	PUSH Bank0[007e].Bit(1)
0547	0201	0585	JUMPZ(POP1) 0585
0549	0100		CLEAR
054a	0114	03f0	PUSH Bank0[007e].Bit(0)
054c	0201	0553	JUMPZ(POP1) 0553
054e	0100		CLEAR
054f	0110	0004	PUSH #0004
0551	0300		LoadAndInitModel(POP1)
0552	030c		EnterVehicle()
0553	0100		CLEAR
0554	0114	03f2	PUSH Bank0[007e].Bit(2)
0556	0201	055d	JUMPZ(POP1) 055d
0558	0100		CLEAR
0559	0110	0013	PUSH #0013
055b	0300		LoadAndInitModel(POP1)
055c	030c		EnterVehicle()
055d	0100		CLEAR
055e	0114	03f3	PUSH Bank0[007e].Bit(3)
0560	0201	0567	JUMPZ(POP1) 0567
0562	0100		CLEAR
0563	0110	0013	PUSH #0013
0565	0300		LoadAndInitModel(POP1)
0566	030c		EnterVehicle()
0567	0100		CLEAR
0568	0114	03f4	PUSH Bank0[007e].Bit(4)
056a	0201	0571	JUMPZ(POP1) 0571
056c	0100		CLEAR
056d	0110	0013	PUSH #0013
056f	0300		LoadAndInitModel(POP1)
0570	030c		EnterVehicle()
0571	0100		CLEAR
0572	0114	03f5	PUSH Bank0[007e].Bit(5)
0574	0201	057b	JUMPZ(POP1) 057b
0576	0100		CLEAR
0577	0110	0013	PUSH #0013
0579	0300		LoadAndInitModel(POP1)
057a	030c		EnterVehicle()
057b	0100		CLEAR
057c	0114	03f6	PUSH Bank0[007e].Bit(6)
057e	0201	0585	JUMPZ(POP1) 0585
0580	0100		CLEAR
0581	0110	0013	PUSH #0013
0583	0300		LoadAndInitModel(POP1)
0584	030c		EnterVehicle()
0585	0100		CLEAR
0586	011b	0000	PUSH GetSpecial(0000)
0588	011b	0001	PUSH GetSpecial(0001)
058a	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
058b	0100		CLEAR
058c	011f	0002	PUSH GetSpecial(0002)
058e	011f	0003	PUSH GetSpecial(0003)
0590	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0591	0100		CLEAR
0592	011b	0004	PUSH GetSpecial(0004)
0594	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0595	0200	083d	JUMP 083d
0597	0100		CLEAR
0598	011b	0006	PUSH GetSpecial(0006)
059a	0110	0021	PUSH #0021
059c	0070		PUSH POP2 == POP1
059d	0201	05c0	JUMPZ(POP1) 05c0
059f	0100		CLEAR
05a0	0114	03f8	PUSH Bank0[007f].Bit(0)
05a2	0201	05ae	JUMPZ(POP1) 05ae
05a4	0100		CLEAR
05a5	0114	03f9	PUSH Bank0[007f].Bit(1)
05a7	0201	05ae	JUMPZ(POP1) 05ae
05a9	0100		CLEAR
05aa	0110	0006	PUSH #0006
05ac	0300		LoadAndInitModel(POP1)
05ad	030c		EnterVehicle()
05ae	0100		CLEAR
05af	011b	0000	PUSH GetSpecial(0000)
05b1	011b	0001	PUSH GetSpecial(0001)
05b3	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
05b4	0100		CLEAR
05b5	011f	0002	PUSH GetSpecial(0002)
05b7	011f	0003	PUSH GetSpecial(0003)
05b9	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
05ba	0100		CLEAR
05bb	011b	0004	PUSH GetSpecial(0004)
05bd	0304		ActiveEntity.SetDirectionAndFacing(POP1)
05be	0200	083d	JUMP 083d
05c0	0100		CLEAR
05c1	011b	0006	PUSH GetSpecial(0006)
05c3	0110	0022	PUSH #0022
05c5	0070		PUSH POP2 == POP1
05c6	0201	061b	JUMPZ(POP1) 061b
05c8	0100		CLEAR
05c9	0114	03f1	PUSH Bank0[007e].Bit(1)
05cb	0201	0609	JUMPZ(POP1) 0609
05cd	0100		CLEAR
05ce	0114	03f0	PUSH Bank0[007e].Bit(0)
05d0	0201	05d7	JUMPZ(POP1) 05d7
05d2	0100		CLEAR
05d3	0110	0004	PUSH #0004
05d5	0300		LoadAndInitModel(POP1)
05d6	030c		EnterVehicle()
05d7	0100		CLEAR
05d8	0114	03f2	PUSH Bank0[007e].Bit(2)
05da	0201	05e1	JUMPZ(POP1) 05e1
05dc	0100		CLEAR
05dd	0110	0013	PUSH #0013
05df	0300		LoadAndInitModel(POP1)
05e0	030c		EnterVehicle()
05e1	0100		CLEAR
05e2	0114	03f3	PUSH Bank0[007e].Bit(3)
05e4	0201	05eb	JUMPZ(POP1) 05eb
05e6	0100		CLEAR
05e7	0110	0013	PUSH #0013
05e9	0300		LoadAndInitModel(POP1)
05ea	030c		EnterVehicle()
05eb	0100		CLEAR
05ec	0114	03f4	PUSH Bank0[007e].Bit(4)
05ee	0201	05f5	JUMPZ(POP1) 05f5
05f0	0100		CLEAR
05f1	0110	0013	PUSH #0013
05f3	0300		LoadAndInitModel(POP1)
05f4	030c		EnterVehicle()
05f5	0100		CLEAR
05f6	0114	03f5	PUSH Bank0[007e].Bit(5)
05f8	0201	05ff	JUMPZ(POP1) 05ff
05fa	0100		CLEAR
05fb	0110	0013	PUSH #0013
05fd	0300		LoadAndInitModel(POP1)
05fe	030c		EnterVehicle()
05ff	0100		CLEAR
0600	0114	03f6	PUSH Bank0[007e].Bit(6)
0602	0201	0609	JUMPZ(POP1) 0609
0604	0100		CLEAR
0605	0110	0013	PUSH #0013
0607	0300		LoadAndInitModel(POP1)
0608	030c		EnterVehicle()
0609	0100		CLEAR
060a	011b	0000	PUSH GetSpecial(0000)
060c	011b	0001	PUSH GetSpecial(0001)
060e	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
060f	0100		CLEAR
0610	011f	0002	PUSH GetSpecial(0002)
0612	011f	0003	PUSH GetSpecial(0003)
0614	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0615	0100		CLEAR
0616	011b	0004	PUSH GetSpecial(0004)
0618	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0619	0200	083d	JUMP 083d
061b	0100		CLEAR
061c	011b	0006	PUSH GetSpecial(0006)
061e	0110	0024	PUSH #0024
0620	0070		PUSH POP2 == POP1
0621	0201	062a	JUMPZ(POP1) 062a
0623	0100		CLEAR
0624	0110	0008	PUSH #0008
0626	0300		LoadAndInitModel(POP1)
0627	0302		SetCurrentEntityAsPlayerEntity()
0628	0200	083d	JUMP 083d
062a	0100		CLEAR
062b	011b	0006	PUSH GetSpecial(0006)
062d	0110	0025	PUSH #0025
062f	0070		PUSH POP2 == POP1
0630	0201	0639	JUMPZ(POP1) 0639
0632	0100		CLEAR
0633	0110	0008	PUSH #0008
0635	0300		LoadAndInitModel(POP1)
0636	0302		SetCurrentEntityAsPlayerEntity()
0637	0200	083d	JUMP 083d
0639	0100		CLEAR
063a	011b	0006	PUSH GetSpecial(0006)
063c	0110	0026	PUSH #0026
063e	0070		PUSH POP2 == POP1
063f	0201	0648	JUMPZ(POP1) 0648
0641	0100		CLEAR
0642	0110	0008	PUSH #0008
0644	0300		LoadAndInitModel(POP1)
0645	0302		SetCurrentEntityAsPlayerEntity()
0646	0200	083d	JUMP 083d
0648	0100		CLEAR
0649	011b	0006	PUSH GetSpecial(0006)
064b	0110	0027	PUSH #0027
064d	0070		PUSH POP2 == POP1
064e	0201	0657	JUMPZ(POP1) 0657
0650	0100		CLEAR
0651	0110	0008	PUSH #0008
0653	0300		LoadAndInitModel(POP1)
0654	0302		SetCurrentEntityAsPlayerEntity()
0655	0200	083d	JUMP 083d
0657	0100		CLEAR
0658	011b	0006	PUSH GetSpecial(0006)
065a	0110	0028	PUSH #0028
065c	0070		PUSH POP2 == POP1
065d	0201	067b	JUMPZ(POP1) 067b
065f	0100		CLEAR
0660	0114	03fa	PUSH Bank0[007f].Bit(2)
0662	0201	0669	JUMPZ(POP1) 0669
0664	0100		CLEAR
0665	0110	0005	PUSH #0005
0667	0300		LoadAndInitModel(POP1)
0668	030c		EnterVehicle()
0669	0100		CLEAR
066a	0110	0006	PUSH #0006
066c	0110	0013	PUSH #0013
066e	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
066f	0100		CLEAR
0670	0110	1c3b	PUSH #1c3b
0672	0110	0268	PUSH #0268
0674	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0675	0100		CLEAR
0676	0110	0000	PUSH #0000
0678	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0679	0200	083d	JUMP 083d
067b	0100		CLEAR
067c	011b	0006	PUSH GetSpecial(0006)
067e	0110	0029	PUSH #0029
0680	0070		PUSH POP2 == POP1
0681	0201	069b	JUMPZ(POP1) 069b
0683	0100		CLEAR
0684	0114	03fc	PUSH Bank0[007f].Bit(4)
0686	0201	068d	JUMPZ(POP1) 068d
